route,stop_distance_km,day_of_week,time_of_day,traffic_condition,weather,special_event,temperature_celsius,delay_minutes,arrival_status
Al Hamra Link,6.31,Monday,20.7,Low,Cloudy,University Exam,41.1,6.4,Late
RAK City Express,9.62,Saturday,20.3,Medium,Cloudy,None,34.9,9.2,Late
Campus Loop,3.13,Friday,20.7,Low,Clear,None,27.5,4.6,On-Time
Campus Loop,2.71,Saturday,20.6,Low,Clear,None,32.1,3.7,On-Time
Al Hamra Link,9.35,Monday,13.5,High,Dusty,None,30.7,13.3,Late
Al Hamra Link,5.53,Thursday,11.8,Medium,Clear,None,36.4,8.0,Late
Campus Loop,0.57,Sunday,16.9,Medium,Clear,University Exam,25.8,13.6,Late
Campus Loop,2.31,Thursday,21.2,Medium,Clear,University Exam,37.0,9.1,Late
Campus Loop,3.22,Monday,16.8,Medium,Clear,Career Fair,38.0,5.9,Late
Al Hamra Link,6.06,Saturday,18.1,High,Clear,None,28.7,17.2,Late
Campus Loop,1.14,Monday,19.7,Medium,Clear,None,30.0,8.3,Late
Grove Village Route,2.46,Saturday,16.0,Medium,Clear,Open Day,37.0,14.2,Late
RAK City Express,14.3,Tuesday,12.5,Low,Clear,None,31.8,4.4,On-Time
Grove Village Route,4.32,Monday,21.7,Medium,Clear,None,29.7,5.4,Late
Campus Loop,1.99,Friday,7.2,Medium,Clear,None,35.2,5.8,Late
RAK City Express,8.24,Sunday,10.0,Medium,Clear,None,36.5,6.4,Late
Campus Loop,1.0,Sunday,16.8,Medium,Cloudy,None,41.2,6.9,Late
Grove Village Route,3.62,Thursday,21.9,Medium,Rainy,None,30.1,15.1,Late
Grove Village Route,3.79,Friday,9.8,Medium,Clear,None,35.0,6.0,Late
Grove Village Route,5.63,Friday,12.0,Medium,Clear,None,29.6,4.5,On-Time
Campus Loop,1.89,Friday,21.4,Low,Clear,None,41.6,2.1,On-Time
RAK City Express,10.87,Thursday,12.0,Medium,Clear,None,29.2,7.3,Late
Al Hamra Link,9.63,Wednesday,20.5,Low,Dusty,None,27.6,6.1,Late
Campus Loop,1.1,Friday,7.4,Medium,Clear,Career Fair,24.6,14.4,Late
Grove Village Route,2.31,Saturday,16.8,Medium,Clear,None,33.7,8.3,Late
Grove Village Route,3.14,Sunday,21.3,Medium,Clear,None,26.6,3.3,On-Time
Al Hamra Link,6.85,Wednesday,8.3,High,Clear,None,38.5,20.4,Late
Campus Loop,1.66,Sunday,21.1,Low,Clear,Sports Match,32.8,11.9,Late
RAK City Express,12.19,Saturday,11.9,Medium,Cloudy,None,24.5,6.3,Late
Campus Loop,3.99,Thursday,19.0,Medium,Dusty,None,28.4,12.2,Late
RAK City Express,6.71,Wednesday,9.1,Medium,Clear,None,41.8,11.8,Late
RAK City Express,8.05,Monday,20.0,Low,Clear,None,41.7,3.2,On-Time
Campus Loop,2.32,Sunday,17.2,High,Clear,None,38.2,13.6,Late
Grove Village Route,5.84,Saturday,16.9,Medium,Clear,None,33.4,6.6,Late
Campus Loop,3.81,Thursday,8.4,Medium,Rainy,Open Day,36.0,22.3,Late
Grove Village Route,5.53,Sunday,16.5,Medium,Clear,None,36.0,8.0,Late
Al Hamra Link,7.32,Sunday,17.5,High,Dusty,None,26.9,24.5,Late
RAK City Express,9.88,Wednesday,9.6,Medium,Clear,None,37.7,10.4,Late
Grove Village Route,6.29,Tuesday,18.1,Medium,Dusty,None,33.8,14.6,Late
Grove Village Route,6.85,Tuesday,11.7,Medium,Clear,None,34.4,6.0,Late
Al Hamra Link,6.21,Saturday,12.0,Medium,Clear,None,30.1,7.7,Late
Campus Loop,2.25,Tuesday,14.7,Medium,Dusty,None,31.6,7.4,Late
Al Hamra Link,9.71,Friday,11.6,Medium,Clear,None,31.7,7.3,Late
RAK City Express,9.24,Friday,15.1,Low,Clear,None,35.1,5.1,Late
Al Hamra Link,6.56,Wednesday,8.0,High,Cloudy,Open Day,33.1,23.1,Late
Al Hamra Link,9.64,Sunday,14.1,Medium,Clear,None,40.5,10.1,Late
RAK City Express,13.98,Tuesday,22.0,Low,Clear,University Exam,35.3,11.6,Late
RAK City Express,14.25,Tuesday,10.5,Medium,Clear,None,35.5,6.7,Late
RAK City Express,14.25,Tuesday,17.8,Medium,Clear,None,34.4,12.4,Late
Campus Loop,3.0,Sunday,21.0,Low,Rainy,None,37.9,7.7,Late
Grove Village Route,2.5,Wednesday,21.5,Low,Clear,Sports Match,28.1,8.5,Late
RAK City Express,10.15,Saturday,20.3,Low,Clear,None,26.8,5.1,Late
Campus Loop,2.05,Monday,15.5,Low,Clear,None,37.3,3.2,On-Time
Grove Village Route,4.46,Sunday,11.7,Medium,Clear,None,34.8,7.1,Late
Al Hamra Link,7.63,Thursday,18.7,High,Clear,None,40.9,10.2,Late
RAK City Express,14.53,Tuesday,8.6,High,Clear,Career Fair,27.8,22.3,Late
Campus Loop,2.07,Thursday,17.2,Medium,Clear,None,40.1,6.3,Late
RAK City Express,13.06,Monday,17.2,High,Clear,None,27.5,22.4,Late
RAK City Express,6.94,Thursday,11.9,Medium,Clear,None,26.9,4.4,On-Time
Grove Village Route,2.97,Wednesday,11.0,Low,Clear,None,28.9,2.0,On-Time
Al Hamra Link,7.76,Monday,12.2,High,Rainy,None,25.9,27.4,Late
Campus Loop,0.78,Thursday,12.3,Medium,Clear,None,38.6,3.7,On-Time
RAK City Express,13.27,Friday,13.6,Medium,Rainy,None,41.9,13.0,Late
Grove Village Route,4.38,Friday,12.5,High,Clear,None,34.0,13.1,Late
RAK City Express,14.6,Thursday,7.1,Medium,Clear,None,30.7,7.1,Late
Campus Loop,3.1,Monday,7.4,Medium,Cloudy,None,24.8,8.6,Late
Campus Loop,1.69,Thursday,7.7,Low,Clear,None,33.1,2.2,On-Time
Al Hamra Link,8.7,Friday,13.6,Medium,Dusty,None,26.0,10.6,Late
Campus Loop,3.92,Friday,7.3,Medium,Clear,Sports Match,34.3,12.1,Late
Al Hamra Link,4.47,Saturday,13.7,Medium,Dusty,None,39.6,14.1,Late
RAK City Express,13.46,Tuesday,12.9,High,Clear,None,41.7,20.1,Late
Al Hamra Link,7.62,Monday,10.3,Medium,Rainy,Open Day,25.8,21.2,Late
Al Hamra Link,5.89,Wednesday,8.6,High,Clear,None,33.2,13.3,Late
RAK City Express,10.43,Monday,19.6,Low,Cloudy,None,34.7,5.4,Late
RAK City Express,8.13,Saturday,15.4,Medium,Clear,None,32.6,3.7,On-Time
RAK City Express,8.95,Saturday,13.4,Medium,Cloudy,None,40.7,5.2,Late
Grove Village Route,4.04,Friday,10.0,Medium,Clear,None,36.9,7.7,Late
Grove Village Route,6.35,Wednesday,14.8,Medium,Clear,None,36.5,6.8,Late
Al Hamra Link,9.26,Monday,12.0,High,Clear,None,38.8,11.0,Late
Campus Loop,2.97,Friday,20.9,Low,Clear,None,40.2,1.0,On-Time
Grove Village Route,3.1,Saturday,15.1,Medium,Clear,None,32.7,9.1,Late
Campus Loop,1.4,Monday,9.3,High,Cloudy,Career Fair,36.3,11.8,Late
Campus Loop,1.34,Saturday,16.9,Medium,Foggy,None,25.0,11.7,Late
RAK City Express,9.08,Tuesday,11.9,Low,Clear,None,30.9,2.7,On-Time
Grove Village Route,3.62,Friday,20.5,Low,Cloudy,None,40.9,2.4,On-Time
Grove Village Route,4.6,Saturday,13.4,Medium,Clear,None,38.5,9.0,Late
Grove Village Route,4.7,Thursday,9.3,High,Clear,None,34.2,12.8,Late
Al Hamra Link,6.96,Wednesday,9.0,High,Rainy,None,35.0,22.2,Late
Campus Loop,2.35,Friday,21.9,Medium,Clear,None,25.7,5.4,Late
Al Hamra Link,8.29,Sunday,15.6,Medium,Clear,None,24.9,10.2,Late
Al Hamra Link,6.23,Wednesday,20.3,Low,Clear,None,24.9,4.6,On-Time
Grove Village Route,6.96,Saturday,21.5,Low,Clear,None,38.0,3.1,On-Time
Al Hamra Link,4.4,Thursday,20.4,Low,Dusty,None,31.2,9.4,Late
Grove Village Route,4.49,Saturday,18.9,High,Clear,None,31.7,15.5,Late
Campus Loop,3.45,Tuesday,19.4,Low,Dusty,University Exam,41.3,9.7,Late
RAK City Express,8.3,Thursday,18.5,High,Clear,None,29.6,15.9,Late
Grove Village Route,4.41,Sunday,10.3,Low,Rainy,None,27.3,11.1,Late
Grove Village Route,6.68,Thursday,19.5,Medium,Clear,None,29.8,4.8,On-Time
Al Hamra Link,9.06,Thursday,19.8,Medium,Clear,None,35.1,7.8,Late
Al Hamra Link,5.15,Friday,20.1,Low,Clear,None,24.6,3.6,On-Time
Al Hamra Link,4.4,Friday,10.8,Medium,Clear,None,41.5,3.2,On-Time
Al Hamra Link,8.25,Tuesday,8.2,High,Dusty,None,28.0,14.0,Late
RAK City Express,6.01,Wednesday,19.5,Medium,Clear,None,29.3,6.2,Late
Grove Village Route,2.18,Wednesday,15.2,Medium,Cloudy,None,30.8,2.9,On-Time
RAK City Express,6.86,Monday,9.2,High,Clear,None,32.4,11.3,Late
Campus Loop,2.82,Monday,20.3,Low,Cloudy,None,33.4,2.6,On-Time
RAK City Express,14.12,Wednesday,17.7,Medium,Dusty,None,38.9,14.4,Late
Al Hamra Link,6.44,Monday,10.6,Medium,Clear,None,35.0,8.5,Late
RAK City Express,14.06,Monday,14.1,Medium,Clear,None,28.8,6.8,Late
Grove Village Route,3.64,Wednesday,20.3,Low,Clear,None,27.2,2.4,On-Time
RAK City Express,13.62,Tuesday,9.9,High,Clear,Open Day,31.9,25.1,Late
RAK City Express,11.01,Friday,18.2,High,Cloudy,None,27.7,16.7,Late
Grove Village Route,5.44,Friday,9.0,High,Clear,None,39.5,19.1,Late
Grove Village Route,2.76,Thursday,11.6,Medium,Cloudy,None,35.4,7.3,Late
RAK City Express,13.74,Sunday,8.0,High,Cloudy,None,32.8,12.6,Late
Al Hamra Link,8.94,Saturday,7.2,Low,Clear,None,28.0,5.9,Late
Grove Village Route,4.89,Saturday,21.3,Low,Cloudy,None,26.3,4.9,On-Time
Al Hamra Link,4.37,Sunday,18.8,High,Cloudy,None,28.1,14.2,Late
Grove Village Route,4.53,Friday,9.5,Medium,Dusty,None,34.5,15.0,Late
Al Hamra Link,5.3,Friday,8.3,High,Cloudy,None,24.1,18.7,Late
Al Hamra Link,8.9,Sunday,8.8,High,Clear,None,32.2,15.9,Late
Campus Loop,3.48,Monday,12.1,Medium,Clear,None,32.7,4.7,On-Time
Grove Village Route,4.77,Friday,21.7,Low,Clear,None,33.8,3.0,On-Time
RAK City Express,11.38,Friday,16.2,Medium,Clear,None,30.8,8.2,Late
Grove Village Route,3.46,Thursday,21.0,Medium,Foggy,None,36.9,15.0,Late
Grove Village Route,5.93,Wednesday,9.6,High,Clear,None,29.0,11.6,Late
Grove Village Route,5.2,Thursday,9.8,High,Clear,None,33.3,14.7,Late
RAK City Express,8.53,Saturday,9.3,Medium,Cloudy,None,39.2,7.0,Late
RAK City Express,6.69,Thursday,13.7,Medium,Clear,None,35.5,8.8,Late
Al Hamra Link,8.75,Tuesday,8.1,High,Clear,None,36.2,18.6,Late
RAK City Express,5.88,Saturday,8.4,High,Dusty,None,40.4,20.5,Late
Campus Loop,2.37,Monday,8.5,High,Cloudy,None,26.7,13.7,Late
Campus Loop,3.84,Monday,19.3,Low,Dusty,None,36.5,3.9,On-Time
Grove Village Route,3.63,Tuesday,16.3,Medium,Dusty,None,39.2,9.9,Late
Campus Loop,3.31,Monday,21.1,Low,Clear,None,29.8,4.0,On-Time
Campus Loop,2.24,Monday,15.8,Medium,Clear,University Exam,40.2,13.5,Late
RAK City Express,10.1,Monday,14.3,Low,Rainy,University Exam,25.7,22.0,Late
Grove Village Route,5.72,Sunday,18.6,High,Clear,None,38.1,15.4,Late
Al Hamra Link,9.55,Wednesday,17.6,High,Clear,None,30.3,18.8,Late
RAK City Express,8.33,Sunday,17.9,High,Clear,None,28.7,14.0,Late
Grove Village Route,4.37,Wednesday,14.4,Medium,Clear,Open Day,35.8,10.0,Late
RAK City Express,13.95,Friday,19.1,Medium,Dusty,None,38.1,11.1,Late
RAK City Express,8.23,Monday,7.9,Medium,Rainy,None,26.4,15.5,Late
Grove Village Route,5.25,Saturday,15.7,Medium,Clear,None,35.9,5.5,Late
Al Hamra Link,8.22,Wednesday,18.9,High,Clear,University Exam,31.5,25.5,Late
Al Hamra Link,6.37,Sunday,21.0,Low,Cloudy,None,28.3,2.6,On-Time
Al Hamra Link,7.98,Wednesday,16.3,Medium,Clear,None,41.5,9.7,Late
Campus Loop,0.71,Monday,15.8,Medium,Clear,None,32.5,4.4,On-Time
Al Hamra Link,5.37,Thursday,12.9,Medium,Clear,None,39.1,5.3,Late
Al Hamra Link,6.81,Tuesday,15.0,Medium,Clear,None,29.8,5.3,Late
Campus Loop,1.31,Monday,10.5,Low,Clear,None,37.3,3.7,On-Time
Al Hamra Link,7.12,Saturday,20.9,Low,Clear,None,29.5,4.5,On-Time
RAK City Express,9.77,Tuesday,10.5,Low,Clear,None,31.7,6.2,Late
Campus Loop,0.55,Monday,12.1,Medium,Cloudy,Sports Match,37.2,9.3,Late
Grove Village Route,3.1,Saturday,17.0,High,Clear,None,28.6,18.0,Late
RAK City Express,13.76,Monday,12.8,Medium,Cloudy,University Exam,38.2,15.2,Late
Campus Loop,1.62,Monday,9.1,High,Clear,None,26.2,18.5,Late
Al Hamra Link,8.67,Sunday,9.7,High,Clear,None,32.6,19.1,Late
Campus Loop,1.34,Thursday,10.7,Medium,Clear,None,39.8,6.5,Late
Grove Village Route,4.27,Saturday,21.9,Medium,Clear,None,34.9,4.1,On-Time
Campus Loop,2.58,Saturday,18.2,Medium,Dusty,None,34.5,12.8,Late
RAK City Express,6.7,Saturday,14.2,Medium,Clear,None,37.8,8.0,Late
Campus Loop,2.21,Friday,12.5,Medium,Dusty,None,41.0,13.2,Late
Grove Village Route,5.14,Tuesday,18.2,High,Dusty,None,37.9,17.6,Late
Campus Loop,1.99,Saturday,15.3,Medium,Dusty,None,26.0,6.4,Late
Grove Village Route,6.47,Friday,18.7,High,Cloudy,University Exam,41.9,17.1,Late
Al Hamra Link,9.63,Monday,10.5,Medium,Cloudy,None,35.3,9.7,Late
Grove Village Route,4.81,Wednesday,13.2,Medium,Clear,None,29.7,7.8,Late
Al Hamra Link,5.19,Saturday,8.0,High,Clear,None,41.8,21.1,Late
Grove Village Route,6.93,Tuesday,8.3,High,Clear,None,36.5,11.8,Late
Al Hamra Link,8.81,Saturday,19.7,Medium,Clear,Career Fair,37.4,13.5,Late
Campus Loop,1.97,Friday,20.8,Low,Clear,None,31.0,0.5,On-Time
Al Hamra Link,4.84,Tuesday,21.4,Low,Cloudy,Sports Match,29.8,7.7,Late
Al Hamra Link,9.0,Wednesday,9.3,High,Rainy,None,35.8,28.7,Late
Al Hamra Link,5.47,Wednesday,12.7,Low,Clear,None,33.2,5.4,Late
Al Hamra Link,8.23,Wednesday,18.1,Medium,Clear,None,25.4,11.3,Late
Al Hamra Link,5.74,Friday,21.5,Low,Clear,None,41.2,4.2,On-Time
RAK City Express,14.26,Friday,8.6,Medium,Foggy,None,27.8,18.0,Late
Campus Loop,3.04,Monday,14.1,Medium,Rainy,None,29.0,18.1,Late
Al Hamra Link,9.83,Friday,18.1,Medium,Clear,None,24.5,8.2,Late
Campus Loop,2.02,Sunday,18.5,High,Dusty,None,34.3,17.1,Late
Al Hamra Link,5.85,Monday,18.4,High,Clear,None,30.8,12.3,Late
Al Hamra Link,9.6,Monday,14.1,Medium,Cloudy,None,26.9,8.4,Late
Campus Loop,2.85,Tuesday,12.5,High,Cloudy,None,38.9,15.9,Late
Grove Village Route,6.84,Friday,9.7,High,Clear,None,26.4,16.5,Late
Al Hamra Link,6.2,Saturday,12.8,Medium,Clear,None,37.5,4.8,On-Time
Campus Loop,0.8,Sunday,14.9,Medium,Clear,Open Day,25.4,13.4,Late
Al Hamra Link,8.94,Wednesday,9.0,High,Clear,None,28.8,20.7,Late
Al Hamra Link,8.74,Thursday,13.8,Medium,Clear,None,33.7,6.4,Late
Grove Village Route,5.14,Sunday,9.4,High,Foggy,None,28.0,24.1,Late
Al Hamra Link,5.71,Friday,16.8,Medium,Cloudy,None,34.8,5.4,Late
Campus Loop,2.97,Tuesday,17.4,High,Clear,None,26.0,14.2,Late
RAK City Express,10.07,Monday,21.5,Low,Clear,None,35.1,2.8,On-Time
RAK City Express,6.37,Sunday,8.2,High,Cloudy,Sports Match,35.9,20.1,Late
RAK City Express,13.07,Tuesday,11.5,Medium,Clear,None,29.8,6.8,Late
Al Hamra Link,9.26,Tuesday,20.1,Low,Clear,None,26.3,4.2,On-Time
RAK City Express,6.92,Saturday,18.5,High,Foggy,None,24.2,32.6,Late
Grove Village Route,3.43,Thursday,11.2,Medium,Clear,None,31.3,3.4,On-Time
Al Hamra Link,7.56,Thursday,12.9,Medium,Dusty,None,38.9,11.9,Late
RAK City Express,5.69,Wednesday,12.4,Medium,Dusty,None,31.5,7.6,Late
RAK City Express,14.09,Thursday,12.6,Medium,Clear,None,32.1,9.5,Late
RAK City Express,9.32,Friday,19.9,Medium,Clear,University Exam,37.3,11.7,Late
RAK City Express,7.21,Sunday,9.7,High,Clear,University Exam,34.2,15.8,Late
RAK City Express,5.35,Monday,14.4,Medium,Clear,None,36.8,4.7,On-Time
Grove Village Route,5.23,Tuesday,13.8,Medium,Clear,None,40.6,6.2,Late
Grove Village Route,5.88,Monday,20.3,Low,Clear,None,37.1,3.1,On-Time
RAK City Express,6.09,Saturday,11.5,Medium,Clear,None,34.2,7.1,Late
Grove Village Route,3.69,Friday,11.4,Medium,Rainy,None,27.8,13.6,Late
Campus Loop,3.94,Monday,16.2,Low,Clear,None,26.0,1.5,On-Time
Al Hamra Link,4.62,Tuesday,9.4,Medium,Cloudy,University Exam,27.3,13.5,Late
Grove Village Route,2.34,Thursday,19.4,Medium,Clear,None,26.9,6.0,Late
Campus Loop,2.01,Friday,15.4,Low,Cloudy,None,41.0,1.2,On-Time
RAK City Express,10.18,Tuesday,15.0,Medium,Cloudy,None,27.9,8.5,Late
Al Hamra Link,6.58,Saturday,15.6,Medium,Foggy,None,40.0,12.6,Late
RAK City Express,13.84,Sunday,21.2,Medium,Cloudy,None,35.7,12.1,Late
RAK City Express,9.14,Saturday,20.4,Low,Clear,None,29.9,5.1,Late
RAK City Express,9.22,Monday,9.2,High,Clear,None,41.2,13.5,Late
Al Hamra Link,7.93,Monday,20.5,Medium,Clear,None,26.2,7.4,Late
Grove Village Route,6.42,Saturday,8.7,High,Cloudy,None,40.9,15.3,Late
Grove Village Route,6.42,Sunday,11.0,Medium,Clear,None,37.6,7.0,Late
Al Hamra Link,7.3,Sunday,14.3,Low,Clear,None,38.1,3.9,On-Time
Al Hamra Link,7.31,Sunday,13.8,Medium,Clear,None,40.4,5.1,Late
Al Hamra Link,8.93,Saturday,12.3,High,Clear,None,38.7,13.4,Late
Grove Village Route,6.49,Saturday,13.5,Medium,Foggy,None,25.5,21.1,Late
RAK City Express,10.31,Sunday,18.8,High,Cloudy,Career Fair,27.1,21.6,Late
Grove Village Route,4.62,Monday,12.5,Medium,Cloudy,None,32.2,4.6,On-Time
Al Hamra Link,9.27,Friday,21.8,Low,Clear,None,25.0,3.3,On-Time
Campus Loop,1.22,Saturday,7.6,Medium,Clear,None,32.7,2.9,On-Time
Grove Village Route,3.03,Wednesday,7.6,Low,Clear,None,34.2,3.9,On-Time
Al Hamra Link,7.56,Saturday,7.6,Low,Clear,None,26.5,2.6,On-Time
Campus Loop,0.66,Monday,17.4,High,Cloudy,Sports Match,35.2,25.2,Late
Al Hamra Link,4.54,Sunday,13.5,High,Clear,None,35.9,10.8,Late
Al Hamra Link,6.04,Tuesday,21.3,Low,Clear,None,25.8,5.0,On-Time
Grove Village Route,4.34,Monday,12.3,High,Cloudy,None,31.9,9.6,Late
Campus Loop,2.68,Wednesday,10.4,Medium,Cloudy,None,31.9,6.9,Late
Grove Village Route,4.84,Sunday,21.1,Medium,Foggy,None,34.3,12.8,Late
Al Hamra Link,4.11,Thursday,17.1,Medium,Clear,None,40.5,7.5,Late
Grove Village Route,5.94,Wednesday,20.9,Low,Cloudy,None,30.3,2.4,On-Time
Al Hamra Link,9.95,Friday,11.5,Medium,Clear,None,26.8,5.1,Late
RAK City Express,7.06,Sunday,17.3,Medium,Clear,None,31.2,9.6,Late
Al Hamra Link,4.87,Monday,16.4,Low,Cloudy,None,24.3,2.5,On-Time
Al Hamra Link,6.25,Monday,14.2,Low,Cloudy,None,27.9,5.4,Late
Campus Loop,2.39,Sunday,18.3,High,Rainy,None,34.2,20.3,Late
Campus Loop,1.1,Thursday,15.0,Medium,Dusty,None,33.0,10.1,Late
Al Hamra Link,6.93,Friday,17.0,High,Clear,None,39.1,16.7,Late
Grove Village Route,6.4,Friday,18.8,Medium,Rainy,None,35.7,17.7,Late
Al Hamra Link,9.11,Saturday,17.7,High,Clear,None,38.2,18.1,Late
Al Hamra Link,7.0,Monday,10.4,Medium,Clear,None,30.9,9.2,Late
Grove Village Route,2.49,Monday,18.2,High,Clear,None,37.1,16.6,Late
RAK City Express,14.9,Sunday,8.5,High,Cloudy,None,26.2,20.9,Late
Campus Loop,2.5,Wednesday,9.5,Medium,Clear,None,28.1,4.5,On-Time
Grove Village Route,4.81,Saturday,9.9,High,Clear,None,40.0,11.5,Late
Al Hamra Link,8.31,Monday,9.8,High,Clear,University Exam,29.0,21.7,Late
Grove Village Route,5.23,Tuesday,9.4,High,Clear,None,24.9,13.4,Late
RAK City Express,10.08,Thursday,13.7,High,Clear,None,24.7,16.3,Late
RAK City Express,9.51,Friday,21.5,Low,Clear,None,26.5,5.8,Late
RAK City Express,11.11,Monday,9.3,High,Clear,None,35.7,19.4,Late
RAK City Express,8.22,Saturday,9.3,High,Cloudy,None,36.8,19.5,Late
RAK City Express,11.71,Sunday,14.4,Medium,Clear,None,26.8,7.8,Late
RAK City Express,10.3,Tuesday,21.4,Low,Cloudy,None,29.3,5.7,Late
RAK City Express,8.65,Tuesday,21.7,Low,Clear,None,31.8,3.8,On-Time
Campus Loop,3.47,Saturday,10.4,Low,Clear,None,37.2,2.6,On-Time
Al Hamra Link,9.2,Friday,14.1,Medium,Cloudy,None,35.5,8.0,Late
Campus Loop,0.89,Wednesday,12.7,Medium,Clear,None,37.9,5.0,On-Time
Grove Village Route,2.93,Wednesday,15.9,Medium,Rainy,University Exam,26.1,19.0,Late
Campus Loop,1.31,Friday,9.0,High,Clear,None,41.9,13.9,Late
Grove Village Route,3.16,Saturday,16.3,Medium,Cloudy,None,38.9,5.9,Late
Al Hamra Link,9.71,Friday,20.6,Low,Clear,None,41.4,4.5,On-Time
Al Hamra Link,9.94,Sunday,9.9,Medium,Clear,None,40.4,8.5,Late
Al Hamra Link,4.41,Thursday,8.7,High,Clear,None,31.7,15.9,Late
RAK City Express,10.41,Saturday,12.2,Medium,Clear,None,25.9,6.7,Late
Al Hamra Link,6.01,Wednesday,13.8,High,Clear,None,26.2,14.5,Late
Al Hamra Link,9.35,Monday,11.0,Medium,Clear,None,41.5,6.6,Late
Al Hamra Link,5.83,Sunday,14.3,Medium,Dusty,None,40.9,11.6,Late
Grove Village Route,3.36,Thursday,15.9,Medium,Cloudy,None,33.0,5.9,Late
Grove Village Route,3.0,Friday,16.6,Medium,Dusty,None,31.5,9.4,Late
Grove Village Route,6.64,Thursday,17.6,Medium,Dusty,None,41.4,12.9,Late
Campus Loop,3.0,Monday,18.3,High,Clear,None,35.3,14.3,Late
Al Hamra Link,4.13,Monday,16.4,Medium,Clear,None,41.0,4.8,On-Time
RAK City Express,7.81,Wednesday,9.1,High,Clear,None,25.8,12.0,Late
Campus Loop,1.91,Tuesday,8.2,High,Clear,Career Fair,28.9,21.8,Late
Grove Village Route,4.06,Sunday,12.2,Medium,Clear,None,28.8,7.1,Late
Grove Village Route,5.39,Sunday,8.9,High,Foggy,None,39.2,22.3,Late
Grove Village Route,2.26,Sunday,11.1,Medium,Cloudy,Career Fair,25.4,8.3,Late
Grove Village Route,6.14,Tuesday,11.4,Medium,Clear,None,26.2,8.1,Late
Campus Loop,2.43,Tuesday,12.9,Medium,Dusty,None,41.4,9.2,Late
Al Hamra Link,8.38,Sunday,15.7,Medium,Cloudy,None,32.3,8.5,Late
Grove Village Route,6.44,Tuesday,12.9,Medium,Clear,None,31.9,4.0,On-Time
Grove Village Route,3.02,Sunday,14.2,Medium,Rainy,None,29.0,10.6,Late
Campus Loop,3.2,Monday,18.0,High,Dusty,None,39.5,13.7,Late
Al Hamra Link,7.91,Sunday,20.1,Low,Clear,None,32.9,2.9,On-Time
RAK City Express,10.48,Sunday,21.5,Low,Clear,Career Fair,26.9,16.2,Late
Al Hamra Link,6.13,Wednesday,7.9,Medium,Clear,None,27.4,7.2,Late
Grove Village Route,2.7,Sunday,16.9,Medium,Cloudy,None,29.4,7.0,Late
Al Hamra Link,6.29,Friday,14.0,Low,Dusty,None,34.3,7.1,Late
Al Hamra Link,6.5,Wednesday,12.1,Medium,Clear,None,36.5,4.1,On-Time
Grove Village Route,6.65,Friday,20.6,Low,Foggy,None,33.2,13.0,Late
Al Hamra Link,7.39,Friday,18.0,High,Clear,None,31.0,14.4,Late
RAK City Express,7.64,Tuesday,14.0,Medium,Rainy,None,30.9,16.4,Late
Al Hamra Link,5.37,Wednesday,9.5,High,Clear,None,37.4,11.9,Late
Campus Loop,1.94,Sunday,13.1,High,Foggy,None,36.4,19.2,Late
Al Hamra Link,9.62,Wednesday,21.0,Low,Cloudy,None,32.4,4.4,On-Time
RAK City Express,7.52,Friday,19.4,Medium,Clear,None,33.2,6.3,Late
Campus Loop,0.64,Tuesday,11.8,Low,Foggy,None,41.8,9.6,Late
Grove Village Route,5.97,Tuesday,18.8,High,Rainy,None,25.1,15.3,Late
Al Hamra Link,8.66,Wednesday,16.7,Medium,Cloudy,None,32.7,7.4,Late
Grove Village Route,4.07,Monday,11.3,Medium,Clear,None,35.1,2.4,On-Time
Campus Loop,1.99,Wednesday,8.8,High,Clear,None,41.7,18.5,Late
Al Hamra Link,7.75,Thursday,12.1,High,Clear,None,32.7,17.9,Late
Grove Village Route,2.59,Friday,14.1,Low,Cloudy,University Exam,26.5,4.7,On-Time
Campus Loop,3.85,Tuesday,16.5,Medium,Foggy,None,39.4,13.7,Late
Campus Loop,0.5,Saturday,20.2,Medium,Clear,None,27.2,5.3,Late
Al Hamra Link,9.3,Wednesday,21.5,Low,Clear,None,28.9,4.1,On-Time
Grove Village Route,6.05,Friday,13.0,Low,Dusty,None,28.6,8.3,Late
Al Hamra Link,9.83,Saturday,9.7,High,Cloudy,Sports Match,27.5,25.2,Late
RAK City Express,7.28,Thursday,11.7,Medium,Clear,None,31.4,6.4,Late
RAK City Express,7.57,Sunday,15.6,Low,Cloudy,None,26.2,4.1,On-Time
Grove Village Route,3.16,Friday,13.7,Medium,Clear,None,35.7,5.8,Late
Al Hamra Link,9.18,Friday,7.4,Medium,Clear,None,34.0,8.1,Late
Campus Loop,3.17,Sunday,17.4,High,Cloudy,Open Day,40.1,24.9,Late
RAK City Express,14.36,Wednesday,10.0,Low,Dusty,None,34.2,8.7,Late
Campus Loop,2.34,Monday,12.6,Medium,Cloudy,Career Fair,25.2,11.3,Late
Grove Village Route,6.92,Friday,18.6,High,Clear,Career Fair,39.1,22.3,Late
Al Hamra Link,5.51,Wednesday,10.3,Low,Clear,Sports Match,40.5,7.9,Late
RAK City Express,5.92,Thursday,9.1,High,Clear,Open Day,28.2,27.1,Late
Grove Village Route,2.36,Saturday,20.1,Low,Dusty,None,26.2,6.3,Late
RAK City Express,13.06,Friday,9.2,High,Clear,None,30.2,18.3,Late
RAK City Express,14.28,Tuesday,17.1,High,Clear,None,31.3,18.2,Late
